country,grid,mgcost,tier,metric,value
NGA,restricted,pessimistic,4,minigrid,80357180.8815
NGA,restricted,pessimistic,5,minigrid,83178788.3463
NGA,leastcost,optimistic,1,standalone,90287053.3054
NGA,leastcost,optimistic,2,standalone,24418320.731
NGA,leastcost,optimistic,3,standalone,5982481.1847
NGA,leastcost,optimistic,4,standalone,790452.8823
NGA,leastcost,optimistic,5,standalone,49.6396
NGA,leastcost,pessimistic,1,standalone,90488153.3283
NGA,leastcost,pessimistic,2,standalone,29674346.5491
NGA,leastcost,pessimistic,3,standalone,10638869.6285
NGA,leastcost,pessimistic,4,standalone,2493158.692
NGA,leastcost,pessimistic,5,standalone,149.7591
NGA,restricted,optimistic,1,standalone,90305557.3642
NGA,restricted,optimistic,2,standalone,24609047.9192
NGA,restricted,optimistic,3,standalone,5982566.9245
NGA,restricted,optimistic,4,standalone,790452.8823
NGA,restricted,optimistic,5,standalone,49.6396
NGA,restricted,pessimistic,1,standalone,90488153.3283
NGA,restricted,pessimistic,2,standalone,37715401.4954
NGA,restricted,pessimistic,3,standalone,12378852.5397
NGA,restricted,pessimistic,4,standalone,2778267.5062
NGA,restricted,pessimistic,5,standalone,149.7591
NGA,leastcost,optimistic,1,battery_mwh,4.8139
NGA,leastcost,optimistic,2,battery_mwh,1592.8065
NGA,leastcost,optimistic,3,battery_mwh,2861.2591
NGA,leastcost,optimistic,4,battery_mwh,3969.199
NGA,leastcost,optimistic,5,battery_mwh,2967.5623
NGA,leastcost,pessimistic,1,battery_mwh,0.027
NGA,leastcost,pessimistic,2,battery_mwh,132.096
NGA,leastcost,pessimistic,3,battery_mwh,286.9163
NGA,leastcost,pessimistic,4,battery_mwh,182.4539
NGA,leastcost,pessimistic,5,battery_mwh,200.1642
NGA,restricted,optimistic,1,battery_mwh,6.2368
NGA,restricted,optimistic,2,battery_mwh,5852.3999
NGA,restricted,optimistic,3,battery_mwh,22914.0061
NGA,restricted,optimistic,4,battery_mwh,65414.9853
NGA,restricted,optimistic,5,battery_mwh,94849.0268
NGA,restricted,pessimistic,1,battery_mwh,0.0367
NGA,restricted,pessimistic,2,battery_mwh,2336.0095
NGA,restricted,pessimistic,3,battery_mwh,12759.432
NGA,restricted,pessimistic,4,battery_mwh,40943.704
NGA,restricted,pessimistic,5,battery_mwh,55614.0988
NGA,leastcost,optimistic,1,vos_investment_usd_m,-0.5052
NGA,leastcost,optimistic,2,vos_investment_usd_m,-175.818
NGA,leastcost,optimistic,3,vos_investment_usd_m,-351.5249
NGA,leastcost,optimistic,4,vos_investment_usd_m,-497.1575
NGA,leastcost,optimistic,5,vos_investment_usd_m,-399.6396
NGA,leastcost,pessimistic,1,vos_investment_usd_m,-0.0125
NGA,leastcost,pessimistic,2,vos_investment_usd_m,-41.3849
NGA,leastcost,pessimistic,3,vos_investment_usd_m,-85.2573
NGA,leastcost,pessimistic,4,vos_investment_usd_m,-54.9918
NGA,leastcost,pessimistic,5,vos_investment_usd_m,-58.566
NGA,restricted,optimistic,1,vos_investment_usd_m,-0.5166
NGA,restricted,optimistic,2,vos_investment_usd_m,-676.4548
NGA,restricted,optimistic,3,vos_investment_usd_m,-2907.2149
NGA,restricted,optimistic,4,vos_investment_usd_m,-8507.2715
NGA,restricted,optimistic,5,vos_investment_usd_m,-12943.5618
NGA,restricted,pessimistic,1,vos_investment_usd_m,-0.0116
NGA,restricted,pessimistic,2,vos_investment_usd_m,-677.4627
NGA,restricted,pessimistic,3,vos_investment_usd_m,-3460.1597
NGA,restricted,pessimistic,4,vos_investment_usd_m,-12124.3451
NGA,restricted,pessimistic,5,vos_investment_usd_m,-17304.0298
NGA,leastcost,optimistic,1,vos_fuel_savings_usd_m,1.5045
NGA,leastcost,optimistic,2,vos_fuel_savings_usd_m,507.1127
NGA,leastcost,optimistic,3,vos_fuel_savings_usd_m,855.3457
NGA,leastcost,optimistic,4,vos_fuel_savings_usd_m,1107.6809
NGA,leastcost,optimistic,5,vos_fuel_savings_usd_m,817.06
NGA,leastcost,pessimistic,1,vos_fuel_savings_usd_m,0.0139
NGA,leastcost,pessimistic,2,vos_fuel_savings_usd_m,63.2942
NGA,leastcost,pessimistic,3,vos_fuel_savings_usd_m,110.4582
NGA,leastcost,pessimistic,4,vos_fuel_savings_usd_m,67.7675
NGA,leastcost,pessimistic,5,vos_fuel_savings_usd_m,67.0602
NGA,restricted,optimistic,1,vos_fuel_savings_usd_m,1.5251
NGA,restricted,optimistic,2,vos_fuel_savings_usd_m,1922.2543
NGA,restricted,optimistic,3,vos_fuel_savings_usd_m,7001.5184
NGA,restricted,optimistic,4,vos_fuel_savings_usd_m,18313.8017
NGA,restricted,optimistic,5,vos_fuel_savings_usd_m,26606.0771
NGA,restricted,pessimistic,1,vos_fuel_savings_usd_m,0.0166
NGA,restricted,pessimistic,2,vos_fuel_savings_usd_m,1010.9725
NGA,restricted,pessimistic,3,vos_fuel_savings_usd_m,4505.1254
NGA,restricted,pessimistic,4,vos_fuel_savings_usd_m,14968.2749
NGA,restricted,pessimistic,5,vos_fuel_savings_usd_m,20756.3937
NGA,leastcost,optimistic,1,vos_om_savings_usd_m,0.2105
NGA,leastcost,optimistic,2,vos_om_savings_usd_m,50.7721
NGA,leastcost,optimistic,3,vos_om_savings_usd_m,75.5875
NGA,leastcost,optimistic,4,vos_om_savings_usd_m,96.2028
NGA,leastcost,optimistic,5,vos_om_savings_usd_m,69.9784
NGA,leastcost,pessimistic,1,vos_om_savings_usd_m,0.0024
NGA,leastcost,pessimistic,2,vos_om_savings_usd_m,6.2735
NGA,leastcost,pessimistic,3,vos_om_savings_usd_m,8.6511
NGA,leastcost,pessimistic,4,vos_om_savings_usd_m,5.3523
NGA,leastcost,pessimistic,5,vos_om_savings_usd_m,4.3983
NGA,restricted,optimistic,1,vos_om_savings_usd_m,0.2249
NGA,restricted,optimistic,2,vos_om_savings_usd_m,192.2758
NGA,restricted,optimistic,3,vos_om_savings_usd_m,626.4064
NGA,restricted,optimistic,4,vos_om_savings_usd_m,1619.6753
NGA,restricted,optimistic,5,vos_om_savings_usd_m,2194.9465
NGA,restricted,pessimistic,1,vos_om_savings_usd_m,0.0032
NGA,restricted,pessimistic,2,vos_om_savings_usd_m,89.7255
NGA,restricted,pessimistic,3,vos_om_savings_usd_m,351.7355
NGA,restricted,pessimistic,4,vos_om_savings_usd_m,993.8442
NGA,restricted,pessimistic,5,vos_om_savings_usd_m,1268.4426
NGA,leastcost,optimistic,1,vos_usd_m,1.2098
NGA,leastcost,optimistic,2,vos_usd_m,382.0668
NGA,leastcost,optimistic,3,vos_usd_m,579.4084
NGA,leastcost,optimistic,4,vos_usd_m,706.7261
NGA,leastcost,optimistic,5,vos_usd_m,487.3987
NGA,leastcost,pessimistic,1,vos_usd_m,0.0038
NGA,leastcost,pessimistic,2,vos_usd_m,28.1828
NGA,leastcost,pessimistic,3,vos_usd_m,33.92
NGA,leastcost,pessimistic,4,vos_usd_m,18.85
NGA,leastcost,pessimistic,5,vos_usd_m,14.3
NGA,restricted,optimistic,1,vos_usd_m,1.2335
NGA,restricted,optimistic,2,vos_usd_m,1438.0753
NGA,restricted,optimistic,3,vos_usd_m,4720.7099
NGA,restricted,optimistic,4,vos_usd_m,11426.2056
NGA,restricted,optimistic,5,vos_usd_m,15857.4619
NGA,restricted,pessimistic,1,vos_usd_m,0.0082
NGA,restricted,pessimistic,2,vos_usd_m,423.43
NGA,restricted,pessimistic,3,vos_usd_m,1401.79
NGA,restricted,pessimistic,4,vos_usd_m,3921.62
NGA,restricted,pessimistic,5,vos_usd_m,5008.95
SEN,leastcost,optimistic,1,existing,12355017.2513
SEN,leastcost,optimistic,2,existing,12355017.2513
SEN,leastcost,optimistic,3,existing,12355017.2513
SEN,leastcost,optimistic,4,existing,12355017.2513
SEN,leastcost,optimistic,5,existing,12355017.2513
SEN,leastcost,pessimistic,1,existing,12355017.2513
SEN,leastcost,pessimistic,2,existing,12355017.2513
SEN,leastcost,pessimistic,3,existing,12355017.2513
SEN,leastcost,pessimistic,4,existing,12355017.2513
SEN,leastcost,pessimistic,5,existing,12355017.2513
SEN,restricted,optimistic,1,existing,12355017.2513
SEN,restricted,optimistic,2,existing,12355017.2513
SEN,restricted,optimistic,3,existing,12355017.2513
SEN,restricted,optimistic,4,existing,12355017.2513
SEN,restricted,optimistic,5,existing,12355017.2513
SEN,restricted,pessimistic,1,existing,12355017.2513
SEN,restricted,pessimistic,2,existing,12355017.2513
SEN,restricted,pessimistic,3,existing,12355017.2513
SEN,restricted,pessimistic,4,existing,12355017.2513
SEN,restricted,pessimistic,5,existing,12355017.2513
SEN,leastcost,optimistic,1,grid_densification,3388972.3415
SEN,leastcost,optimistic,2,grid_densification,3388972.3415
SEN,leastcost,optimistic,3,grid_densification,3388972.3415
SEN,leastcost,optimistic,4,grid_densification,3388972.3415
SEN,leastcost,optimistic,5,grid_densification,3388972.3415
SEN,leastcost,pessimistic,1,grid_densification,3388972.3415
SEN,leastcost,pessimistic,2,grid_densification,3388972.3415
SEN,leastcost,pessimistic,3,grid_densification,3388972.3415
SEN,leastcost,pessimistic,4,grid_densification,3388972.3415
SEN,leastcost,pessimistic,5,grid_densification,3388972.3415
SEN,restricted,optimistic,1,grid_densification,3388972.3415
SEN,restricted,optimistic,2,grid_densification,3388972.3415
SEN,restricted,optimistic,3,grid_densification,3388972.3415
SEN,restricted,optimistic,4,grid_densification,3388972.3415
SEN,restricted,optimistic,5,grid_densification,3388972.3415
SEN,restricted,pessimistic,1,grid_densification,3388972.3415
SEN,restricted,pessimistic,2,grid_densification,3388972.3415
SEN,restricted,pessimistic,3,grid_densification,3388972.3415
SEN,restricted,pessimistic,4,grid_densification,3388972.3415
SEN,restricted,pessimistic,5,grid_densification,3388972.3415
SEN,leastcost,optimistic,1,grid_extension,0.0
SEN,leastcost,optimistic,2,grid_extension,455368.7226
SEN,leastcost,optimistic,3,grid_extension,1983015.3905
SEN,leastcost,optimistic,4,grid_extension,3721844.1313
SEN,leastcost,optimistic,5,grid_extension,3486547.6361
SEN,leastcost,pessimistic,1,grid_extension,0.0
SEN,leastcost,pessimistic,2,grid_extension,740503.3215
SEN,leastcost,pessimistic,3,grid_extension,3326928.6091
SEN,leastcost,pessimistic,4,grid_extension,4503519.9118
SEN,leastcost,pessimistic,5,grid_extension,4104435.952
SEN,restricted,optimistic,1,grid_extension,0.0
SEN,restricted,optimistic,2,grid_extension,475470.6428
SEN,restricted,optimistic,3,grid_extension,1873747.7486
SEN,restricted,optimistic,4,grid_extension,1895181.8916
SEN,restricted,optimistic,5,grid_extension,1895180.809
SEN,restricted,pessimistic,1,grid_extension,0.0
SEN,restricted,pessimistic,2,grid_extension,740503.3215
SEN,restricted,pessimistic,3,grid_extension,1895098.1129
SEN,restricted,pessimistic,4,grid_extension,1895164.1635
SEN,restricted,pessimistic,5,grid_extension,1895154.902
SEN,leastcost,optimistic,1,minigrid,0.0
SEN,leastcost,optimistic,2,minigrid,1376311.9186
SEN,leastcost,optimistic,3,minigrid,2384815.1203
SEN,leastcost,optimistic,4,minigrid,1429461.173
SEN,leastcost,optimistic,5,minigrid,1860246.0819
SEN,leastcost,pessimistic,1,minigrid,0.0
SEN,leastcost,pessimistic,2,minigrid,0.0
SEN,leastcost,pessimistic,3,minigrid,482314.5211
SEN,leastcost,pessimistic,4,minigrid,316810.6126
SEN,leastcost,pessimistic,5,minigrid,1205915.0298
SEN,restricted,optimistic,1,minigrid,0.0
SEN,restricted,optimistic,2,minigrid,1340946.3773
SEN,restricted,optimistic,3,minigrid,2494082.7621
SEN,restricted,optimistic,4,minigrid,3256123.4128
SEN,restricted,optimistic,5,minigrid,3451612.909
SEN,restricted,pessimistic,1,minigrid,0.0
SEN,restricted,pessimistic,2,minigrid,0.0
SEN,restricted,pessimistic,3,minigrid,1829910.9144
SEN,restricted,pessimistic,4,minigrid,2910129.3152
SEN,restricted,pessimistic,5,minigrid,3415196.0798
SEN,leastcost,optimistic,1,standalone,5381882.4071
SEN,leastcost,optimistic,2,standalone,3550201.766
SEN,leastcost,optimistic,3,standalone,1014051.8964
SEN,leastcost,optimistic,4,standalone,230577.1028
SEN,leastcost,optimistic,5,standalone,35088.6892
SEN,leastcost,pessimistic,1,standalone,5381882.4071
SEN,leastcost,pessimistic,2,standalone,4641379.0856
SEN,leastcost,pessimistic,3,standalone,1572639.277
SEN,leastcost,pessimistic,4,standalone,561551.8827
SEN,leastcost,pessimistic,5,standalone,71531.4253
SEN,restricted,optimistic,1,standalone,5381882.4071
SEN,restricted,optimistic,2,standalone,3565465.387
SEN,restricted,optimistic,3,standalone,1014051.8964
SEN,restricted,optimistic,4,standalone,230577.1028
SEN,restricted,optimistic,5,standalone,35088.6892
SEN,restricted,pessimistic,1,standalone,5381882.4071
SEN,restricted,pessimistic,2,standalone,4641379.0856
SEN,restricted,pessimistic,3,standalone,1656873.3798
SEN,restricted,pessimistic,4,standalone,576588.9284
SEN,restricted,pessimistic,5,standalone,71531.4253
SEN,leastcost,optimistic,1,battery_mwh,0.0
SEN,leastcost,optimistic,2,battery_mwh,75.4758
SEN,leastcost,optimistic,3,battery_mwh,331.2415
SEN,leastcost,optimistic,4,battery_mwh,391.9781
SEN,leastcost,optimistic,5,battery_mwh,605.7402
SEN,leastcost,pessimistic,1,battery_mwh,0.0
SEN,leastcost,pessimistic,2,battery_mwh,0.0
SEN,leastcost,pessimistic,3,battery_mwh,66.3096
SEN,leastcost,pessimistic,4,battery_mwh,59.1837
SEN,leastcost,pessimistic,5,battery_mwh,148.5931
SEN,restricted,optimistic,1,battery_mwh,0.0
SEN,restricted,optimistic,2,battery_mwh,73.8119
SEN,restricted,optimistic,3,battery_mwh,351.5542
SEN,restricted,optimistic,4,battery_mwh,1338.924
SEN,restricted,optimistic,5,battery_mwh,1828.0163
SEN,restricted,pessimistic,1,battery_mwh,0.0
SEN,restricted,pessimistic,2,battery_mwh,0.0
SEN,restricted,pessimistic,3,battery_mwh,254.8119
SEN,restricted,pessimistic,4,battery_mwh,983.0653
SEN,restricted,pessimistic,5,battery_mwh,1345.2547
SEN,leastcost,optimistic,1,vos_investment_usd_m,0.0
SEN,leastcost,optimistic,2,vos_investment_usd_m,-8.2682
SEN,leastcost,optimistic,3,vos_investment_usd_m,-40.2832
SEN,leastcost,optimistic,4,vos_investment_usd_m,-50.5571
SEN,leastcost,optimistic,5,vos_investment_usd_m,-79.6343
SEN,leastcost,pessimistic,1,vos_investment_usd_m,0.0
SEN,leastcost,pessimistic,2,vos_investment_usd_m,0.0
SEN,leastcost,pessimistic,3,vos_investment_usd_m,-20.7719
SEN,leastcost,pessimistic,4,vos_investment_usd_m,-18.9251
SEN,leastcost,pessimistic,5,vos_investment_usd_m,-47.9038
SEN,restricted,optimistic,1,vos_investment_usd_m,0.0
SEN,restricted,optimistic,2,vos_investment_usd_m,-7.6734
SEN,restricted,optimistic,3,vos_investment_usd_m,-43.5744
SEN,restricted,optimistic,4,vos_investment_usd_m,-173.9685
SEN,restricted,optimistic,5,vos_investment_usd_m,-241.9888
SEN,restricted,pessimistic,1,vos_investment_usd_m,0.0
SEN,restricted,pessimistic,2,vos_investment_usd_m,0.0
SEN,restricted,pessimistic,3,vos_investment_usd_m,-79.6682
SEN,restricted,pessimistic,4,vos_investment_usd_m,-312.8527
SEN,restricted,pessimistic,5,vos_investment_usd_m,-423.8128
SEN,leastcost,optimistic,1,vos_fuel_savings_usd_m,0.0
SEN,leastcost,optimistic,2,vos_fuel_savings_usd_m,33.6534
SEN,leastcost,optimistic,3,vos_fuel_savings_usd_m,137.5363
SEN,leastcost,optimistic,4,vos_fuel_savings_usd_m,154.798
SEN,leastcost,optimistic,5,vos_fuel_savings_usd_m,231.7088
SEN,leastcost,pessimistic,1,vos_fuel_savings_usd_m,0.0
SEN,leastcost,pessimistic,2,vos_fuel_savings_usd_m,0.0
SEN,leastcost,pessimistic,3,vos_fuel_savings_usd_m,33.0313
SEN,leastcost,pessimistic,4,vos_fuel_savings_usd_m,27.8635
SEN,leastcost,pessimistic,5,vos_fuel_savings_usd_m,67.3848
SEN,restricted,optimistic,1,vos_fuel_savings_usd_m,0.0
SEN,restricted,optimistic,2,vos_fuel_savings_usd_m,32.0856
SEN,restricted,optimistic,3,vos_fuel_savings_usd_m,146.3829
SEN,restricted,optimistic,4,vos_fuel_savings_usd_m,534.5724
SEN,restricted,optimistic,5,vos_fuel_savings_usd_m,698.6199
SEN,restricted,pessimistic,1,vos_fuel_savings_usd_m,0.0
SEN,restricted,pessimistic,2,vos_fuel_savings_usd_m,0.0
SEN,restricted,pessimistic,3,vos_fuel_savings_usd_m,126.4724
SEN,restricted,pessimistic,4,vos_fuel_savings_usd_m,458.0985
SEN,restricted,pessimistic,5,vos_fuel_savings_usd_m,600.7696
SEN,leastcost,optimistic,1,vos_om_savings_usd_m,0.0
SEN,leastcost,optimistic,2,vos_om_savings_usd_m,2.2271
SEN,leastcost,optimistic,3,vos_om_savings_usd_m,8.1117
SEN,leastcost,optimistic,4,vos_om_savings_usd_m,8.4235
SEN,leastcost,optimistic,5,vos_om_savings_usd_m,12.6665
SEN,leastcost,pessimistic,1,vos_om_savings_usd_m,0.0
SEN,leastcost,pessimistic,2,vos_om_savings_usd_m,0.0
SEN,leastcost,pessimistic,3,vos_om_savings_usd_m,1.6456
SEN,leastcost,pessimistic,4,vos_om_savings_usd_m,1.2977
SEN,leastcost,pessimistic,5,vos_om_savings_usd_m,3.1222
SEN,restricted,optimistic,1,vos_om_savings_usd_m,0.0
SEN,restricted,optimistic,2,vos_om_savings_usd_m,2.1622
SEN,restricted,optimistic,3,vos_om_savings_usd_m,8.4587
SEN,restricted,optimistic,4,vos_om_savings_usd_m,31.2101
SEN,restricted,optimistic,5,vos_om_savings_usd_m,39.3947
SEN,restricted,pessimistic,1,vos_om_savings_usd_m,0.0
SEN,restricted,pessimistic,2,vos_om_savings_usd_m,0.0
SEN,restricted,pessimistic,3,vos_om_savings_usd_m,6.4297
SEN,restricted,pessimistic,4,vos_om_savings_usd_m,22.2219
SEN,restricted,pessimistic,5,vos_om_savings_usd_m,29.7952
SEN,leastcost,optimistic,1,vos_usd_m,0.0
SEN,leastcost,optimistic,2,vos_usd_m,27.6123
SEN,leastcost,optimistic,3,vos_usd_m,105.3649
SEN,leastcost,optimistic,4,vos_usd_m,112.6644
SEN,leastcost,optimistic,5,vos_usd_m,164.741
SEN,leastcost,pessimistic,1,vos_usd_m,0.0
SEN,leastcost,pessimistic,2,vos_usd_m,0.0
SEN,leastcost,pessimistic,3,vos_usd_m,13.905
SEN,leastcost,pessimistic,4,vos_usd_m,10.2361
SEN,leastcost,pessimistic,5,vos_usd_m,22.6032
SEN,restricted,optimistic,1,vos_usd_m,0.0
SEN,restricted,optimistic,2,vos_usd_m,26.5744
SEN,restricted,optimistic,3,vos_usd_m,111.2672
SEN,restricted,optimistic,4,vos_usd_m,391.8139
SEN,restricted,optimistic,5,vos_usd_m,496.0259
SEN,restricted,pessimistic,1,vos_usd_m,0.0
SEN,restricted,pessimistic,2,vos_usd_m,0.0
SEN,restricted,pessimistic,3,vos_usd_m,53.2338
SEN,restricted,pessimistic,4,vos_usd_m,167.4677
SEN,restricted,pessimistic,5,vos_usd_m,206.76
NGA,leastcost,optimistic,1,mg_capacity_mw,1.2795
NGA,leastcost,optimistic,2,mg_capacity_mw,399.3407
NGA,leastcost,optimistic,3,mg_capacity_mw,1631.4353
NGA,leastcost,optimistic,4,mg_capacity_mw,2337.8675
NGA,leastcost,optimistic,5,mg_capacity_mw,2622.6997
NGA,leastcost,pessimistic,1,mg_capacity_mw,0.0165
NGA,leastcost,pessimistic,2,mg_capacity_mw,57.7163
NGA,leastcost,pessimistic,3,mg_capacity_mw,150.5177
NGA,leastcost,pessimistic,4,mg_capacity_mw,210.6976
NGA,leastcost,pessimistic,5,mg_capacity_mw,1410.0386
NGA,restricted,optimistic,1,mg_capacity_mw,1.5798
NGA,restricted,optimistic,2,mg_capacity_mw,1505.5125
NGA,restricted,optimistic,3,mg_capacity_mw,7098.0273
NGA,restricted,optimistic,4,mg_capacity_mw,19527.7949
NGA,restricted,optimistic,5,mg_capacity_mw,25327.366
NGA,restricted,pessimistic,1,mg_capacity_mw,0.0171
NGA,restricted,pessimistic,2,mg_capacity_mw,990.5871
NGA,restricted,pessimistic,3,mg_capacity_mw,5475.3143
NGA,restricted,pessimistic,4,mg_capacity_mw,16664.2828
NGA,restricted,pessimistic,5,mg_capacity_mw,23702.3385
BFA,leastcost,optimistic,1,mg_capacity_mw,0.0
BFA,leastcost,optimistic,2,mg_capacity_mw,91.6649
BFA,leastcost,optimistic,3,mg_capacity_mw,709.6994
BFA,leastcost,optimistic,4,mg_capacity_mw,1516.5275
BFA,leastcost,optimistic,5,mg_capacity_mw,1753.5423
BFA,leastcost,pessimistic,1,mg_capacity_mw,0.0
BFA,leastcost,pessimistic,2,mg_capacity_mw,0.36
BFA,leastcost,pessimistic,3,mg_capacity_mw,61.0421
BFA,leastcost,pessimistic,4,mg_capacity_mw,219.1686
BFA,leastcost,pessimistic,5,mg_capacity_mw,1022.7138
BFA,restricted,optimistic,1,mg_capacity_mw,0.0
BFA,restricted,optimistic,2,mg_capacity_mw,290.2018
BFA,restricted,optimistic,3,mg_capacity_mw,1721.7345
BFA,restricted,optimistic,4,mg_capacity_mw,5174.2837
BFA,restricted,optimistic,5,mg_capacity_mw,6283.1955
BFA,restricted,pessimistic,1,mg_capacity_mw,0.0
BFA,restricted,pessimistic,2,mg_capacity_mw,1.0958
BFA,restricted,pessimistic,3,mg_capacity_mw,1254.903
BFA,restricted,pessimistic,4,mg_capacity_mw,4460.6803
BFA,restricted,pessimistic,5,mg_capacity_mw,6220.6002
MLI,leastcost,optimistic,1,mg_capacity_mw,0.0
MLI,leastcost,optimistic,2,mg_capacity_mw,56.3159
MLI,leastcost,optimistic,3,mg_capacity_mw,223.4863
MLI,leastcost,optimistic,4,mg_capacity_mw,545.6359
MLI,leastcost,optimistic,5,mg_capacity_mw,773.6399
MLI,leastcost,pessimistic,1,mg_capacity_mw,0.0
MLI,leastcost,pessimistic,2,mg_capacity_mw,0.0
MLI,leastcost,pessimistic,3,mg_capacity_mw,37.2997
MLI,leastcost,pessimistic,4,mg_capacity_mw,156.9061
MLI,leastcost,pessimistic,5,mg_capacity_mw,257.8773
MLI,restricted,optimistic,1,mg_capacity_mw,0.0
MLI,restricted,optimistic,2,mg_capacity_mw,59.6558
MLI,restricted,optimistic,3,mg_capacity_mw,354.4534
MLI,restricted,optimistic,4,mg_capacity_mw,1250.6273
MLI,restricted,optimistic,5,mg_capacity_mw,1864.1206
MLI,restricted,pessimistic,1,mg_capacity_mw,0.0
MLI,restricted,pessimistic,2,mg_capacity_mw,0.3744
MLI,restricted,pessimistic,3,mg_capacity_mw,286.7394
MLI,restricted,pessimistic,4,mg_capacity_mw,1010.6015
MLI,restricted,pessimistic,5,mg_capacity_mw,1567.6792
SEN,leastcost,optimistic,1,mg_capacity_mw,0.0
SEN,leastcost,optimistic,2,mg_capacity_mw,20.3395
SEN,leastcost,optimistic,3,mg_capacity_mw,135.1822
SEN,leastcost,optimistic,4,mg_capacity_mw,221.9041
SEN,leastcost,optimistic,5,mg_capacity_mw,270.6687
SEN,leastcost,pessimistic,1,mg_capacity_mw,0.0
SEN,leastcost,pessimistic,2,mg_capacity_mw,0.0
SEN,leastcost,pessimistic,3,mg_capacity_mw,23.7616
SEN,leastcost,pessimistic,4,mg_capacity_mw,47.1921
SEN,leastcost,pessimistic,5,mg_capacity_mw,171.8372
SEN,restricted,optimistic,1,mg_capacity_mw,0.0
SEN,restricted,optimistic,2,mg_capacity_mw,19.7842
SEN,restricted,optimistic,3,mg_capacity_mw,141.0571
SEN,restricted,optimistic,4,mg_capacity_mw,481.4828
SEN,restricted,optimistic,5,mg_capacity_mw,515.5191
SEN,restricted,pessimistic,1,mg_capacity_mw,0.0
SEN,restricted,pessimistic,2,mg_capacity_mw,0.0
SEN,restricted,pessimistic,3,mg_capacity_mw,89.4983
SEN,restricted,pessimistic,4,mg_capacity_mw,390.6071
SEN,restricted,pessimistic,5,mg_capacity_mw,508.7736
